"","time","GNSS_ID","SV_ID","C","C_std","L","L_std","D","D_std","S","NLOS"
"12291",126803.899999969,"GPS",6,22811901.4314216,1.28,119877350.220719,0.008,1021.125,0.512,45,1
"12292",126803.899999969,"Glonass",9,21733246.3365566,10.24,115891210.490245,0.06,-2993.603,4.096,40,0
"12293",126803.899999969,"GPS",24,21334883.691882,5.12,112115570.153204,0.028,-2280.378,2.048,35,0
"12294",126803.899999969,"GPS",17,25175157.7603362,10.24,132296346.173444,0.06,-3143.959,4.096,30,1
"12295",126803.899999969,"GPS",2,23390425.6557597,5.12,122917504.643867,0.02,2812.751,2.048,48,0
"12296",126803.899999969,"GPS",25,21167205.5835468,2.56,111234414.668389,0.012,2452.528,1.024,43,0
"12297",126804.099999969,"GPS",12,19828975.6728688,0.32,104201970.993039,0.004,141.5786,0.128,52,0
"12298",126804.099999969,"Glonass",20,19719369.0549484,5.12,105448344.21857,0.06,2088.525,2.048,39,1
"12299",126804.099999969,"Glonass",2,22655822.2777779,10.24,120895808.418144,0.06,1147.413,8.192,29,1
"12300",126804.099999969,"GPS",19,22723276.6528576,5.12,119411658.515283,0.016,-2858.686,1.024,43,0
"12301",126804.099999969,"GPS",32,22215791.7021682,2.56,116744781.579548,0.016,520.2964,1.024,42,0
"12302",126804.099999969,"Glonass",1,22754100.2162416,2.56,121633752.750451,0.016,-2477.033,1.024,37,0
"12303",126804.099999969,"Glonass",10,19091735.64115,1.28,101769731.167322,0.008,2.041016,0.512,43,0
"12304",126804.099999969,"Glonass",21,22538988.3157513,10.24,120610721.814916,0.06,4774.613,4.096,28,1
"12305",126804.099999969,"GPS",3,25484987.925011,81.92,133924514.752818,0.06,1364,32.768,19,1
"12306",126804.099999969,"Glonass",19,20859221.8176357,2.56,111582840.535692,0.016,-2355.884,1.024,44,0
"12307",126804.099999969,"GPS",14,22600832.2485879,0.64,118768122.231238,0.004,1489.816,0.256,43,0
"12308",126804.099999969,"Glonass",11,20926940.1927472,10.24,111827223.188438,0.06,3336.031,4.096,36,1
"12309",126804.099999969,"GPS",6,22811862.6395876,1.28,119877146.056837,0.008,1020.549,0.512,45,1
"12310",126804.099999969,"Glonass",9,21733362.4459429,10.24,115891829.146067,0.06,-2982.617,4.096,41,0
"12311",126804.099999969,"GPS",24,21334975.2444494,5.12,112116028.128904,0.028,-2293.282,2.048,38,0
"12312",126804.099999969,"GPS",17,25175274.3103404,10.24,132296958.701611,0.06,-3142.376,4.096,29,1
"12313",126804.099999969,"GPS",2,23390315.1609809,5.12,122916942.464628,0.02,2809.814,2.048,48,0
"12314",126804.099999969,"GPS",25,21167112.0547423,1.28,111233923.426214,0.012,2457.056,0.512,45,0
"12315",126804.299999969,"GPS",12,19828970.3112894,0.32,104201942.698418,0.004,141.3711,0.128,51,0
"12316",126804.299999969,"Glonass",20,19719289.7044458,5.12,105447919.531542,0.028,2086.033,2.048,42,1
"12317",126804.299999969,"Glonass",2,22655780.0700638,10.24,120895583.395097,0.028,1145.837,4.096,29,1
"12318",126804.299999969,"GPS",19,22723390.0356474,2.56,119412230.5957,0.016,-2860.203,1.024,43,0
"12319",126804.299999969,"GPS",32,22215770.1380617,2.56,116744677.78925,0.012,519.2566,1.024,43,0
"12320",126804.299999969,"Glonass",1,22754188.9724116,2.56,121634201.665376,0.06,-2477.874,1.024,34,0
"12321",126804.299999969,"Glonass",10,19091735.6716879,0.64,101769730.820047,0.008,2.256348,0.256,43,0
"12322",126804.299999969,"Glonass",21,22538811.0259016,10.24,120609772.954607,0.028,4776.687,4.096,32,1
"12323",126804.299999969,"GPS",3,25484934.8719865,81.92,133924235.953177,0.06,1364,32.768,19,1
"12324",126804.299999969,"Glonass",19,20859310.1026498,2.56,111583311.88264,0.016,-2356.5,1.024,43,0
"12325",126804.299999969,"GPS",14,22600775.7186075,0.64,118767824.091174,0.004,1492.882,0.256,44,0
"12326",126804.299999969,"Glonass",11,20926814.5380919,10.24,111826551.636337,0.028,3339.093,4.096,34,0
"12327",126804.299999969,"GPS",6,22811823.7430522,1.28,119876942.134863,0.008,1019.147,0.512,46,1
"12328",126804.299999969,"Glonass",9,21733474.0095475,10.24,115892424.709635,0.028,-2995.663,4.096,42,0
"12329",126804.299999969,"GPS",24,21335054.8261674,5.12,112116484.543762,0.036,-2285.538,2.048,42,0
"12330",126804.299999969,"GPS",17,25175392.2825375,10.24,132297578.401172,0.028,-3142.023,2.048,29,1
"12331",126804.299999969,"GPS",2,23390208.2434969,5.12,122916380.204529,0.016,2811.164,2.048,47,0
"12332",126804.299999969,"GPS",25,21167018.4735871,1.28,111233432.306462,0.012,2458.243,0.512,42,0
"12333",126804.499999969,"GPS",12,19828965.0238734,0.32,104201914.442904,0.004,141.4473,0.128,51,0
"12334",126804.499999969,"Glonass",20,19719208.9928262,5.12,105447501.379049,0.028,2091,2.048,37,0
"12335",126804.499999969,"Glonass",2,22655737.3039426,10.24,120895355.247387,0.06,1148.564,4.096,33,1
"12336",126804.499999969,"GPS",19,22723498.4800255,2.56,119412802.717464,0.016,-2860.919,1.024,43,0
"12337",126804.499999969,"GPS",32,22215751.9549348,2.56,116744573.759426,0.012,521.3606,0.512,43,0
"12338",126804.499999969,"Glonass",1,22754284.9965973,2.56,121634714.261121,0.024,-2479.677,1.024,40,0
"12339",126804.499999969,"Glonass",10,19091735.6498751,0.64,101769730.625774,0.004,1.230713,0.256,43,0
"12340",126804.499999969,"Glonass",21,22538634.5911126,10.24,120608829.21887,0.06,4773.39,4.096,32,1
"12341",126804.499999969,"GPS",3,25484879.9038006,81.92,133923947.153536,0.06,1364,32.768,19,1
"12342",126804.499999969,"Glonass",19,20859401.9300581,2.56,111583783.359318,0.012,-2356.824,1.024,45,0
"12343",126804.499999969,"GPS",14,22600718.9225113,1.28,118767525.961975,0.008,1492.526,0.512,42,0
"12344",126804.499999969,"Glonass",11,20926690.3056292,10.24,111825887.657399,0.06,3335.888,4.096,37,0
"12345",126804.499999969,"GPS",6,22811784.9686684,2.56,119876738.352983,0.012,1017.85,1.024,46,1
"12346",126804.499999969,"Glonass",9,21733588.4611631,10.24,115893034.994952,0.06,-2997.51,4.096,43,0
"12347",126804.499999969,"GPS",24,21335140.7161391,5.12,112116941.952413,0.032,-2289.678,2.048,43,0
"12348",126804.499999969,"GPS",17,25175514.3860735,5.12,132298220.484801,0.06,-3146.799,2.048,29,1
"12349",126804.499999969,"GPS",2,23390102.7961936,5.12,122915818.209319,0.016,2810.126,1.024,47,0
"12350",126804.499999969,"GPS",25,21166925.1323724,1.28,111232941.116358,0.012,2457.02,0.512,46,0
"12351",126804.699999969,"GPS",12,19828959.6666566,0.32,104201886.218535,0.004,141.23,0.128,51,0
"12352",126804.699999969,"Glonass",20,19719131.9806527,10.24,105447075.907021,0.06,2086.23,4.096,40,0
"12353",126804.699999969,"Glonass",2,22655693.211605,10.24,120895120.018264,0.06,1140.207,4.096,33,1
"12354",126804.699999969,"GPS",19,22723607.1774318,2.56,119413375.112207,0.012,-2863.5,1.024,42,0
"12355",126804.699999969,"GPS",32,22215726.9138723,2.56,116744470.027536,0.012,521.1379,1.024,41,0
"12356",126804.699999969,"Glonass",1,22754381.4483133,2.56,121635209.958376,0.024,-2479.936,1.024,42,0
"12357",126804.699999969,"Glonass",10,19091735.6280624,0.64,101769730.405805,0.004,1.099854,0.256,44,0
"12358",126804.699999969,"Glonass",21,22538457.0918603,10.24,120607878.943168,0.028,4768.713,4.096,32,1
"12359",126804.699999969,"GPS",3,25484829.1105793,81.92,133923680.353895,0.06,1364,32.768,19,1
"12360",126804.699999969,"Glonass",19,20859487.3881369,2.56,111584255.050184,0.012,-2359.174,1.024,45,0
"12361",126804.699999969,"GPS",14,22600662.274742,1.28,118767227.821381,0.008,1490.457,0.512,40,0
"12362",126804.699999969,"Glonass",11,20926567.8094632,10.24,111825232.694593,0.06,3333.789,4.096,32,0
"12363",126804.699999969,"GPS",6,22811746.150659,2.56,119876534.564187,0.012,1019.541,1.024,46,0
"12364",126804.699999969,"Glonass",9,21733697.4246852,10.24,115893615.47316,0.028,-2989.551,4.096,39,0
"12365",126804.699999969,"GPS",24,21335227.4088208,5.12,112117399.411032,0.032,-2288.595,2.048,42,0
"12366",126804.699999969,"GPS",17,25175633.9506029,5.12,132298848.440315,0.06,-3143.359,2.048,29,1
"12367",126804.699999969,"GPS",2,23389996.1317377,5.12,122915256.226224,0.016,2809.319,1.024,47,0
"12368",126804.699999969,"GPS",25,21166831.690819,1.28,111232449.836539,0.008,2455.725,0.512,44,0
"12369",126804.899999969,"GPS",12,19828953.9996984,0.32,104201858.00688,0.004,140.9592,0.128,51,0
"12370",126804.899999969,"Glonass",20,19719053.3368839,5.12,105446655.629474,0.06,2088.037,2.048,39,0
"12371",126804.899999969,"Glonass",2,22655651.3092696,10.24,120894895.898311,0.06,1123.921,4.096,33,1
"12372",126804.899999969,"GPS",19,22723716.2369301,2.56,119413947.304833,0.012,-2860.658,1.024,42,0
"12373",126804.899999969,"GPS",32,22215709.69487,2.56,116744366.271031,0.012,518.7651,1.024,45,0
"12374",126804.899999969,"Glonass",1,22754474.994568,2.56,121635705.499324,0.02,-2478.897,1.024,43,0
"12375",126804.899999969,"Glonass",10,19091735.5451738,0.64,101769730.240095,0.004,0.9233398,0.256,45,0
"12376",126804.899999969,"Glonass",21,22538281.8436861,20.48,120606940.731123,0.06,4770.068,8.192,31,1
"12377",126804.899999969,"GPS",3,25484774.6004617,81.92,133923393.554255,0.06,1364,32.768,20,1
"12378",126804.899999969,"Glonass",19,20859579.1806448,5.12,111584731.105122,0.06,-2360.84,2.048,45,0
"12379",126804.899999969,"GPS",14,22600605.6749607,1.28,118766929.49493,0.008,1493.051,0.512,40,0
"12380",126804.899999969,"Glonass",11,20926445.7059272,10.24,111824580.094325,0.028,3333.734,4.096,36,0
"12381",126804.899999969,"GPS",6,22811707.2933867,2.56,119876331.001776,0.012,1018.161,1.024,45,0
"12382",126804.899999969,"Glonass",9,21733808.4037074,10.24,115894207.490374,0.06,-2995.849,4.096,41,0
"12383",126804.899999969,"GPS",24,21335309.6691472,5.12,112117856.71436,0.032,-2281.602,2.048,40,0
"12384",126804.899999969,"GPS",17,25175756.8786618,5.12,132299495.342999,0.06,-3141.734,2.048,29,1
"12385",126804.899999969,"GPS",2,23389889.4803694,5.12,122914694.242662,0.016,2809.765,1.024,48,0
"12386",126804.899999969,"GPS",25,21166738.0573131,1.28,111231958.590413,0.008,2457.403,0.512,42,0
"12387",126805.099999969,"GPS",12,19828948.5508679,0.32,104201829.809291,0.004,141.1196,0.128,52,0
"12388",126805.099999969,"Glonass",20,19718973.8206042,10.24,105446230.218324,0.024,2084.32,4.096,39,0
"12389",126805.099999969,"Glonass",2,22655609.7733888,20.48,120894674.18526,0.06,1135.484,8.192,32,1
"12390",126805.099999969,"GPS",19,22723826.2780032,2.56,119414519.784761,0.016,-2862.927,1.024,44,0
"12391",126805.099999969,"GPS",32,22215694.6789576,2.56,116744262.253668,0.012,520.282,0.512,45,0
"12392",126805.099999969,"Glonass",1,22754567.5199851,2.56,121636201.132032,0.016,-2478.401,1.024,43,0
"12393",126805.099999969,"Glonass",10,19091735.6891381,0.64,101769730.109904,0.004,0.7145996,0.256,43,0
"12394",126805.099999969,"Glonass",21,22538106.4035595,20.48,120606002.233936,0.06,4767.869,8.192,26,1
"12395",126805.099999969,"GPS",3,25484727.5764874,81.92,133923146.754614,0.06,1364,32.768,20,1
"12396",126805.099999969,"Glonass",19,20859666.6542238,5.12,111585198.863414,0.024,-2358.765,2.048,44,0
"12397",126805.099999969,"GPS",14,22600549.2235064,1.28,118766631.324847,0.008,1490.938,0.512,40,0
"12398",126805.099999969,"Glonass",11,20926317.0062088,10.24,111823892.652518,0.024,3338.507,4.096,38,0
"12399",126805.099999969,"GPS",6,22811668.370676,1.28,119876127.469551,0.012,1017.054,0.512,46,0
"12400",126805.099999969,"Glonass",9,21733920.848548,10.24,115894807.253071,0.06,-2985.547,4.096,41,0
"12401",126805.099999969,"GPS",24,21335397.2910531,5.12,112118313.529642,0.028,-2284.337,2.048,41,0
"12402",126805.099999969,"GPS",17,25175878.833871,10.24,132300135.704421,0.06,-3150.107,4.096,28,1
"12403",126805.099999969,"GPS",2,23389786.1532676,5.12,122914132.352518,0.016,2809.905,1.024,49,0
"12404",126805.099999969,"GPS",25,21166644.5285086,1.28,111231467.196653,0.008,2457.928,0.512,45,0
"12405",126805.299999969,"GPS",12,19828943.0802246,0.32,104201801.627268,0.004,140.7688,0.128,51,0
"12406",126805.299999969,"Glonass",20,19718896.2761992,10.24,105445812.415246,0.032,2086.399,4.096,38,0
"12407",126805.299999969,"Glonass",2,22655566.8065902,20.48,120894444.885201,0.06,1134.87,8.192,32,1
"12408",126805.299999969,"GPS",19,22723934.216325,2.56,119415092.229877,0.012,-2862.242,1.024,44,0
"12409",126805.299999969,"GPS",32,22215677.8569477,2.56,116744158.220023,0.012,520.8792,0.512,45,0
"12410",126805.299999969,"Glonass",1,22754663.7622984,2.56,121636696.515978,0.012,-2476.213,0.512,44,0
"12411",126805.299999969,"Glonass",10,19091735.6149747,0.64,101769730.007976,0.004,1.210938,0.256,42,0
"12412",126805.299999969,"Glonass",21,22537928.7123548,20.48,120605051.924269,0.06,4766.982,8.192,26,1
"12413",126805.299999969,"GPS",3,25484675.3872487,81.92,133922872.954973,0.06,1364,32.768,20,1
"12414",126805.299999969,"Glonass",19,20859755.8728245,5.12,111585670.725852,0.024,-2359.314,2.048,44,0
"12415",126805.299999969,"GPS",14,22600492.213645,2.56,118766332.571339,0.012,1495.884,1.024,31,0
"12416",126805.299999969,"Glonass",11,20926192.1019127,10.24,111823225.120547,0.06,3333.886,4.096,34,0
"12417",126805.299999969,"GPS",6,22811629.7053561,2.56,119875924.00009,0.012,1017.193,0.512,46,0
"12418",126805.299999969,"Glonass",9,21734035.0820359,10.24,115895415.849965,0.06,-2993.457,4.096,45,0
"12419",126805.299999969,"GPS",24,21335481.593055,5.12,112118770.536827,0.032,-2280.885,2.048,37,0
"12420",126805.299999969,"GPS",2,23389675.4054607,5.12,122913570.47916,0.016,2809.11,1.024,48,0
"12421",126805.299999969,"GPS",25,21166551.1393058,1.28,111230976.071242,0.008,2453.586,0.512,39,0
"12422",126805.499999969,"GPS",12,19828937.6532069,0.32,104201773.509556,0.004,140.3931,0.128,52,0
"12423",126805.499999969,"Glonass",20,19718823.6614806,10.24,105445427.067511,0.06,2081.104,4.096,44,0
"12424",126805.499999969,"Glonass",2,22655523.4471617,10.24,120894213.850368,0.028,1132.839,4.096,32,1
"12425",126805.499999969,"GPS",19,22724042.9835322,2.56,119415664.931361,0.012,-2863.667,1.024,42,0
"12426",126805.499999969,"GPS",32,22215654.1028388,2.56,116744054.388729,0.012,521.469,1.024,39,0
"12427",126805.499999969,"Glonass",1,22754755.2145271,2.56,121637192.001746,0.012,-2478.856,0.512,38,0
"12428",126805.499999969,"Glonass",10,19091735.5931619,1.28,101769729.975348,0.008,0.5861816,0.512,43,0
"12429",126805.499999969,"Glonass",21,22537746.8767234,20.48,120604078.061954,0.06,4769.473,8.192,27,1
"12430",126805.499999969,"GPS",3,25484626.8102051,81.92,133922617.155332,0.06,1364,32.768,20,1
"12431",126805.499999969,"Glonass",19,20859846.347841,5.12,111586142.709624,0.024,-2360.779,2.048,45,0
"12432",126805.499999969,"GPS",14,22600441.5120374,2.56,118766034.510171,0.02,1492.56,1.024,42,0
"12433",126805.499999969,"Glonass",11,20926066.9620388,10.24,111822557.002195,0.028,3335.163,4.096,33,1
"12434",126805.499999969,"GPS",6,22811591.0007731,2.56,119875720.766667,0.016,1016.127,1.024,45,0
"12435",126805.499999969,"Glonass",9,21734152.8840933,10.24,115896044.686198,0.06,-2998.242,4.096,44,0
"12436",126805.499999969,"GPS",24,21335574.5067393,5.12,112119228.259043,0.032,-2290.675,2.048,40,0
"12437",126805.499999969,"GPS",2,23389567.475864,5.12,122913008.798937,0.016,2808.267,1.024,48,0
"12438",126805.499999969,"GPS",25,21166457.7282903,1.28,111230484.477434,0.008,2456.902,0.512,45,0
"12439",126805.499999969,"GPS",29,23729126.6734532,81.92,124697401.766431,0.06,4085.632,16.384,29,1
"12440",126805.799999969,"GPS",12,19828929.6697323,0.32,104201731.346674,0.004,140.5305,0.128,51,0
"12441",126805.799999969,"Glonass",20,19718705.4493431,5.12,105444795.495264,0.028,2087.51,2.048,40,0
"12442",126805.799999969,"Glonass",2,22655461.084446,10.24,120893881.046801,0.06,1135.671,4.096,32,1
"12443",126805.799999969,"GPS",19,22724203.412109,2.56,119416524.132511,0.012,-2863.783,1.024,39,0
"12444",126805.799999969,"GPS",32,22215629.9648251,2.56,116743898.335511,0.012,521.5688,0.512,48,0
"12445",126805.799999969,"Glonass",1,22754891.8802698,2.56,121637934.909157,0.012,-2475.171,0.512,38,0
"12446",126805.799999969,"Glonass",10,19091735.8331024,1.28,101769730.183393,0.008,-1.069824,0.512,44,0
"12447",126805.799999969,"Glonass",21,22537480.9310425,20.48,120602655.464855,0.06,4773.399,8.192,32,1
"12448",126805.799999969,"GPS",3,25484549.1436485,81.92,133922208.955871,0.06,1364,32.768,20,1
"12449",126805.799999969,"Glonass",19,20859978.6946548,5.12,111586850.797517,0.024,-2359.326,1.024,44,0
"12450",126805.799999969,"GPS",14,22600357.8993191,2.56,118765586.786063,0.016,1492.483,1.024,40,1
"12451",126805.799999969,"Glonass",11,20925877.2301838,10.24,111821542.398251,0.028,3340.844,4.096,33,1
"12452",126805.799999969,"GPS",6,22811533.166389,2.56,119875416.124603,0.012,1015.769,1.024,46,0
"12453",126805.799999969,"Glonass",9,21734320.960228,10.24,115896940.811909,0.06,-2991.309,4.096,43,0
"12454",126805.799999969,"GPS",24,21335699.8123903,10.24,112119858.706708,0.028,-2294.189,4.096,42,0
"12455",126805.799999969,"GPS",2,23389407.186889,5.12,122912166.258583,0.016,2808.738,1.024,49,0
"12456",126805.799999969,"GPS",25,21166317.4372647,1.28,111229747.251445,0.008,2457.146,0.512,43,0
"12457",126805.799999969,"GPS",29,23728884.9879375,40.96,124696132.077959,0.06,4085.632,16.384,28,1
"12458",126805.999999969,"GPS",12,19828924.2863401,0.32,104201703.230864,0.004,140.7546,0.128,51,0
"12459",126805.999999969,"Glonass",20,19718624.057165,5.12,105444377.781372,0.028,2089.432,2.048,42,0
"12460",126805.999999969,"Glonass",2,22655418.5539029,10.24,120893654.372562,0.06,1130.408,4.096,31,1
"12461",126805.999999969,"GPS",19,22724312.6722848,2.56,119417096.974221,0.012,-2864.565,0.512,40,0
"12462",126805.999999969,"GPS",32,22215602.8297365,2.56,116743794.299073,0.012,519.6838,0.512,45,0
"12463",126805.999999969,"Glonass",1,22754985.1124207,5.12,121638457.35791,0.06,-2476.318,2.048,32,0
"12464",126805.999999969,"Glonass",10,19091735.9334412,1.28,101769730.25577,0.008,-1.168213,0.512,44,0
"12465",126805.999999969,"Glonass",21,22537301.6867684,10.24,120601696.46769,0.028,4767.141,4.096,32,1
"12466",126805.999999969,"GPS",3,25484494.4415784,81.92,133921922.15623,0.06,1364,32.768,20,1
"12467",126805.999999969,"Glonass",19,20860066.0635325,5.12,111587322.999079,0.02,-2360.846,1.024,44,0
"12468",126805.999999969,"GPS",14,22600302.3029253,2.56,118765288.212198,0.012,1492.684,1.024,38,1
"12469",126805.999999969,"Glonass",11,20925754.3326629,10.24,111820874.869519,0.024,3338.422,4.096,39,1
"12470",126805.999999969,"GPS",6,22811494.579595,2.56,119875213.097267,0.012,1015,1.024,46,0
"12471",126805.999999969,"Glonass",9,21734430.5257826,10.24,115897524.636644,0.028,-2997.213,4.096,43,0
"12472",126805.999999969,"GPS",24,21335787.5477226,10.24,112120315.753071,0.028,-2283.684,2.048,45,0
"12473",126805.999999969,"GPS",2,23389301.726498,5.12,122911604.601428,0.012,2808.734,1.024,50,0
"12474",126805.999999969,"GPS",25,21166223.7775836,1.28,111229255.711995,0.008,2458.327,0.512,43,0
"12475",126805.999999969,"GPS",29,23728727.9752408,40.96,124695306.952311,0.06,4085.632,16.384,28,1
"12476",126806.199999969,"GPS",12,19828918.8767726,0.32,104201675.123617,0.004,140.2842,0.128,51,0
"12477",126806.199999969,"Glonass",20,19718546.6436365,5.12,105443960.550623,0.024,2082.323,2.048,43,0
"12478",126806.199999969,"Glonass",2,22655376.6690177,10.24,120893430.965564,0.028,1128.632,4.096,31,1
"12479",126806.199999969,"GPS",19,22724420.8592723,2.56,119417669.785929,0.012,-2863.139,1.024,39,0
"12480",126806.199999969,"GPS",32,22215578.4168819,2.56,116743690.169488,0.012,519.7791,0.512,39,0
"12481",126806.199999969,"Glonass",1,22755080.6567253,10.24,121638967.626558,0.06,-2476.011,4.096,34,0
"12482",126806.199999969,"Glonass",10,19091736.0337799,1.28,101769730.280155,0.008,-1.134033,0.512,43,0
"12483",126806.199999969,"Glonass",21,22537122.8525745,10.24,120600739.266053,0.06,4774.686,4.096,27,1
"12484",126806.199999969,"GPS",3,25484441.7593711,81.92,133921644.356589,0.06,1364,32.768,20,1
"12485",126806.199999969,"Glonass",19,20860155.3257588,2.56,111587795.227715,0.02,-2361.573,1.024,45,0
"12486",126806.199999969,"GPS",14,22600243.1379621,2.56,118764989.549257,0.012,1491.99,0.512,40,1
"12487",126806.199999969,"Glonass",11,20925631.121038,10.24,111820227.825809,0.06,3356.59,4.096,30,1
"12488",126806.199999969,"GPS",6,22811455.9230001,2.56,119875010.058042,0.012,1015.881,1.024,44,0
"12489",126806.199999969,"Glonass",9,21734546.2948897,10.24,115898142.670542,0.06,-2992.285,4.096,44,0
"12490",126806.199999969,"GPS",24,21335859.2637549,10.24,112120772.791692,0.032,-2280.355,2.048,40,0
"12491",126806.199999969,"GPS",2,23389192.6539121,5.12,122911042.913138,0.012,2807.712,1.024,51,0
"12492",126806.199999969,"GPS",25,21166130.3491178,1.28,111228764.184532,0.008,2457.909,0.512,44,0
"12493",126806.199999969,"GPS",29,23728579.0681703,40.96,124694523.826662,0.06,4085.632,16.384,28,1
"12494",126806.399999969,"GPS",12,19828913.5282809,0.32,104201647.031146,0.004,140.1326,0.128,51,0
"12495",126806.399999969,"Glonass",20,19718470.2247705,5.12,105443543.750322,0.02,2084.618,2.048,42,0
"12496",126806.399999969,"Glonass",2,22655329.9853227,10.24,120893180.938073,0.06,1133.773,4.096,26,1
"12497",126806.399999969,"GPS",19,22724529.4388896,2.56,119418242.719903,0.016,-2864.873,1.024,41,0
"12498",126806.399999969,"GPS",32,22215562.9254511,2.56,116743586.41234,0.016,521.4331,1.024,40,0
"12499",126806.399999969,"Glonass",1,22755171.8384756,10.24,121639455.087434,0.024,-2476.374,4.096,42,0
"12500",126806.399999969,"Glonass",10,19091735.9857918,1.28,101769730.40545,0.008,-0.6035156,0.512,42,0
"12501",126806.399999969,"Glonass",21,22536941.1827201,10.24,120599767.373708,0.028,4772.821,4.096,28,1
"12502",126806.399999969,"GPS",3,25484389.8973239,81.92,133921372.556948,0.06,1364,32.768,20,1
"12503",126806.399999969,"Glonass",19,20860241.5254719,2.56,111588267.541509,0.016,-2362.177,1.024,47,0
"12504",126806.399999969,"GPS",14,22600193.3132279,2.56,118764690.864382,0.012,1493.121,0.512,38,1
"12505",126806.399999969,"Glonass",11,20925509.0698525,10.24,111819575.318693,0.06,3335.819,4.096,37,1
"12506",126806.399999969,"GPS",6,22811417.200967,1.28,119874807.101647,0.012,1014.929,0.512,45,0
"12507",126806.399999969,"Glonass",9,21734655.9913209,10.24,115898727.623969,0.06,-3004.59,4.096,45,0
"12508",126806.399999969,"GPS",24,21335946.1440265,5.12,112121153.164199,0.06,-2289.258,2.048,42,0
"12509",126806.399999969,"GPS",2,23389086.1290579,2.56,122910481.187264,0.012,2809.175,1.024,49,0
"12510",126806.399999969,"GPS",25,21166036.8290384,0.64,111228272.61935,0.008,2457.405,0.256,46,0
"12511",126806.399999969,"GPS",29,23728419.8741964,40.96,124693687.701014,0.06,4085.632,16.384,28,1
"12512",126806.599999969,"GPS",12,19828908.1885143,0.32,104201618.973964,0.004,140.2695,0.128,51,0
"12513",126806.599999969,"Glonass",20,19718385.0807956,5.12,105443126.256765,0.02,2087.587,2.048,41,0
"12514",126806.599999969,"Glonass",2,22655292.8730721,10.24,120892982.967016,0.028,1129.383,4.096,26,1
"12515",126806.599999969,"GPS",19,22724637.4819127,2.56,119418816.014215,0.06,-2876.824,1.024,33,0
"12516",126806.599999969,"GPS",32,22215545.3530819,2.56,116743482.242032,0.012,520.1003,1.024,49,0
"12517",126806.599999969,"Glonass",1,22755260.4899443,10.24,121639950.262362,0.02,-2475.281,4.096,46,0
"12518",126806.599999969,"Glonass",10,19091736.0163297,1.28,101769730.571661,0.008,-0.6877441,0.512,43,0
"12519",126806.599999969,"Glonass",21,22536764.3029506,10.24,120598820.28085,0.06,4783.533,4.096,28,1
"12520",126806.599999969,"GPS",3,25484334.8331619,81.92,133921082.757307,0.06,1364,32.768,20,1
"12521",126806.599999969,"Glonass",19,20860329.6359838,2.56,111588739.936048,0.012,-2361.878,1.024,46,0
"12522",126806.599999969,"GPS",14,22600132.6606336,2.56,118764392.155036,0.012,1493.313,0.512,36,1
"12523",126806.599999969,"Glonass",11,20925385.9978294,10.24,111818917.732218,0.028,3340.002,4.096,31,0
"12524",126806.599999969,"GPS",6,22811378.6228981,1.28,119874604.224921,0.008,1015.103,0.512,45,0
"12525",126806.599999969,"Glonass",9,21734772.0221812,10.24,115899345.577306,0.028,-3004.688,4.096,46,0
"12526",126806.599999969,"GPS",24,21336034.8696586,5.12,112121619.460591,0.028,-2285.715,2.048,43,0
"12527",126806.599999969,"GPS",2,23388977.6803172,2.56,122909919.546355,0.012,2808.378,1.024,48,0
"12528",126806.599999969,"GPS",25,21165943.3089589,1.28,111227780.970933,0.008,2458.954,0.512,48,0
"12529",126806.599999969,"GPS",29,23728273.5453955,40.96,124692918.575366,0.06,4085.632,16.384,35,1
"12530",126806.799999969,"GPS",12,19828902.914186,0.32,104201590.864549,0.004,140.4402,0.128,51,0
"12531",126806.799999969,"Glonass",20,19718302.126823,5.12,105442709.204223,0.02,2081.155,1.024,40,0
"12532",126806.799999969,"Glonass",2,22655253.1171136,10.24,120892771.523724,0.06,1124.723,4.096,27,1
"12533",126806.799999969,"GPS",32,22215524.9799526,2.56,116743378.043624,0.008,521.1211,0.512,48,0
"12534",126806.799999969,"Glonass",1,22755356.3309026,5.12,121640445.346501,0.02,-2475.168,2.048,39,0
"12535",126806.799999969,"Glonass",10,19091736.1079434,1.28,101769730.750482,0.008,-1.204102,0.512,44,0
"12536",126806.799999969,"Glonass",21,22536581.7431351,10.24,120597843.360849,0.06,4764.416,4.096,28,1
"12537",126806.799999969,"GPS",3,25484286.0423531,81.92,133920826.957666,0.06,1364,32.768,20,1
"12538",126806.799999969,"Glonass",19,20860418.0256992,2.56,111589212.363256,0.012,-2361.975,0.512,46,0
"12539",126806.799999969,"GPS",14,22600073.6876227,2.56,118764093.26488,0.016,1497.26,1.024,30,1
"12540",126806.799999969,"Glonass",11,20925262.9694317,10.24,111818249.239064,0.032,3347.939,4.096,34,0
"12541",126806.799999969,"GPS",6,22811340.1757059,2.56,119874401.543976,0.012,1012.464,1.024,44,0
"12542",126806.799999969,"Glonass",9,21734883.7777382,10.24,115899941.545122,0.06,-3000.293,4.096,43,0
"12543",126806.799999969,"GPS",24,21336106.31085,10.24,112121995.086008,0.06,-2276.953,2.048,44,0
"12544",126806.799999969,"GPS",2,23388872.6300064,2.56,122909357.93643,0.012,2807.328,1.024,48,0
"12545",126806.799999969,"GPS",25,21165849.7408914,1.28,111227289.321886,0.008,2459.076,0.512,48,0
